Uniq ID,Year,From Currency,To Currency,Average,Inv Avg
CURR_21868,2006,CNY,AON,10.137253,0.098646053
CURR_21869,2005,CNY,AON,10.655004,0.093852616
CURR_21870,2004,CNY,AON,10.042676,0.099575054
CURR_21871,2003,CNY,AON,8.247139,0.121254171
CURR_21872,2002,CNY,AON,3.817959,0.261920047
CURR_21873,2001,CNY,AON,1.402536,0.712994176
CURR_21874,2000,CNY,AON,0.731733,1.366618698
CURR_21875,2021,CNY,ARS,14.771111,0.067699715
CURR_21876,2020,CNY,ARS,10.278737,0.097288217
CURR_21877,2019,CNY,ARS,6.958519,0.14370874
CURR_21878,2018,CNY,ARS,4.213515,0.237331539
CURR_21879,2017,CNY,ARS,2.451995,0.407831174
CURR_21880,2016,CNY,ARS,2.221791,0.450087339
CURR_21881,2015,CNY,ARS,1.470291,0.680137469
CURR_21882,2014,CNY,ARS,1.314993,0.760460322
CURR_21883,2013,CNY,ARS,0.890537,1.12291797
CURR_21884,2012,CNY,ARS,0.720411,1.388096517
CURR_21885,2011,CNY,ARS,0.639017,1.564903594
CURR_21886,2010,CNY,ARS,0.578111,1.729771618
CURR_21887,2009,CNY,ARS,0.546073,1.831256993
CURR_21888,2008,CNY,ARS,0.455045,2.197584854
CURR_21889,2007,CNY,ARS,0.409758,2.44046486
CURR_21890,2006,CNY,ARS,0.385549,2.593704043
CURR_21891,2005,CNY,ARS,0.3567,2.803476311
CURR_21892,2004,CNY,ARS,0.355657,2.811697787
CURR_21893,2003,CNY,ARS,0.35781,2.794779352
CURR_21894,2002,CNY,ARS,0.377331,2.650193067
CURR_21895,2001,CNY,ARS,0.120908,8.270751315
CURR_21896,2000,CNY,ARS,0.123236,8.114511993
CURR_21897,1999,CNY,ARS,0.132477,7.548480114
CURR_21898,1998,CNY,ARS,0.119214,8.388276545
CURR_21899,1997,CNY,ARS,0.133639,7.482845577
CURR_21900,1996,CNY,ARS,0.124127,8.056264954
CURR_21901,1995,CNY,ARS,0.112377,8.898618045
CURR_21902,1994,CNY,ARS,0.108662,9.202849202
CURR_21903,1993,CNY,ARS,0.178802,5.592778604
CURR_21904,1992,CNY,ARS,0.185654,5.386363881
CURR_21905,1991,CNY,ARS,0.197223,5.070402539
CURR_21906,1990,CNY,ARS,0.095985,10.41829453
CURR_21907,1989,CNY,ARS,0.011928,83.83635144
CURR_21908,1988,CNY,ARS,0.000259,3861.003861
CURR_21909,1987,CNY,ARS,5.30E-05,18867.92453
CURR_21910,1986,CNY,ARS,2.50E-05,40000
CURR_21911,1985,CNY,ARS,1.90E-05,52631.57895
CURR_21912,1984,CNY,ARS,3.00E-06,333333.3333
CURR_21913,1983,CNY,ARS,1.00E-06,1000000
CURR_21914,1982,CNY,ARS,0,#DIV/0!
CURR_21915,1981,CNY,ARS,0,#DIV/0!
CURR_21916,2021,CNY,ATS,1.805302,0.553923942
CURR_21917,2020,CNY,ATS,1.748297,0.571985195
CURR_21918,2019,CNY,ATS,1.779186,0.562054782
CURR_21919,2018,CNY,ATS,1.762947,0.567232027
CURR_21920,2017,CNY,ATS,1.805128,0.553977336
CURR_21921,2016,CNY,ATS,1.872011,0.534184895
CURR_21922,2015,CNY,ATS,1.974755,0.506391932
CURR_21923,2014,CNY,ATS,1.684109,0.593785794
CURR_21924,2013,CNY,ATS,1.685848,0.593173287
CURR_21925,2012,CNY,ATS,1.698499,0.58875513
CURR_21926,2011,CNY,ATS,1.531818,0.652819069
CURR_21927,2010,CNY,ATS,1.536858,0.650678202
CURR_21928,2009,CNY,ATS,1.448311,0.690459439
CURR_21929,2008,CNY,ATS,1.35471,0.738165364
CURR_21930,2007,CNY,ATS,1.321557,0.756683215
CURR_21931,2006,CNY,ATS,1.375506,0.727005189
CURR_21932,2005,CNY,ATS,1.353475,0.738838915
CURR_21933,2004,CNY,ATS,1.339139,0.74674847
CURR_21934,2003,CNY,ATS,1.473809,0.678513973
CURR_21935,2002,CNY,ATS,1.765286,0.566480446
CURR_21936,2001,CNY,ATS,1.859532,0.537769718
CURR_21937,2000,CNY,ATS,1.806807,0.553462545
CURR_21938,1999,CNY,ATS,1.563175,0.639723639
CURR_21939,1998,CNY,ATS,1.500125,0.666611116
CURR_21940,1997,CNY,ATS,1.471602,0.679531558
CURR_21941,1996,CNY,ATS,1.253105,0.798017724
CURR_21942,1995,CNY,ATS,1.191683,0.839149338
CURR_21943,1994,CNY,ATS,1.31747,0.759030566
CURR_21944,1993,CNY,ATS,2.011765,0.497075951
CURR_21945,1992,CNY,ATS,1.986959,0.503281648
CURR_21946,1991,CNY,ATS,2.192171,0.456168793
CURR_21947,1990,CNY,ATS,2.382669,0.419697407
CURR_21948,1989,CNY,ATS,3.677335,0.271936062
CURR_21949,1988,CNY,ATS,3.50186,0.28556253
CURR_21950,1987,CNY,ATS,3.581701,0.279196951
CURR_21951,1986,CNY,ATS,4.717821,0.21196226
CURR_21952,1985,CNY,ATS,7.51445,0.133076938
CURR_21953,1984,CNY,ATS,8.786669,0.113808771
CURR_21954,1983,CNY,ATS,9.070266,0.11025035
CURR_21955,1982,CNY,ATS,8.990307,0.111230907
CURR_21956,1981,CNY,ATS,9.308739,0.107425936
CURR_21957,1980,CNY,ATS,8.3416,0.119881078
CURR_21958,1979,CNY,ATS,8.72188,0.11465418
CURR_21959,1978,CNY,ATS,8.620204,0.116006535
CURR_21960,1977,CNY,ATS,8.893576,0.11244071
CURR_21961,1976,CNY,ATS,9.237875,0.108250003
CURR_21962,1975,CNY,ATS,9.369264,0.10673197
CURR_21963,1974,CNY,ATS,9.524042,0.104997437
CURR_21964,1973,CNY,ATS,9.836432,0.101662879
CURR_21965,1972,CNY,ATS,10.292759,0.09715568
CURR_21966,1971,CNY,ATS,10.141613,0.098603644
CURR_21967,1970,CNY,ATS,10.499756,0.095240308
CURR_21968,1969,CNY,ATS,10.505254,0.095190464
CURR_21969,1968,CNY,ATS,10.498239,0.095254071
CURR_21970,1967,CNY,ATS,10.494194,0.095290787
CURR_21971,1966,CNY,ATS,10.493989,0.095292648
CURR_21972,1965,CNY,ATS,10.489732,0.09533132
CURR_21973,1964,CNY,ATS,10.490957,0.095320189
CURR_21974,1963,CNY,ATS,10.489987,0.095329003
CURR_21975,1962,CNY,ATS,10.485889,0.095366258
CURR_21976,1961,CNY,ATS,10.532496,0.094944256
CURR_21977,1960,CNY,ATS,10.544134,0.094839462
CURR_21978,2021,CNY,AUD,0.206637,4.839404366
CURR_21979,2020,CNY,AUD,0.210311,4.754863036
CURR_21980,2019,CNY,AUD,0.208258,4.801736308
CURR_21981,2018,CNY,AUD,0.202358,4.941736922
CURR_21982,2017,CNY,AUD,0.193099,5.178690723
CURR_21983,2016,CNY,AUD,0.202497,4.938344766
CURR_21984,2015,CNY,AUD,0.21192,4.718761797
CURR_21985,2014,CNY,AUD,0.180078,5.553149191
CURR_21986,2013,CNY,AUD,0.168733,5.926522968
CURR_21987,2012,CNY,AUD,0.153098,6.531763968
