Metric_Code,Base Year,Value,Value type,Metric name
MLCON000001792,2005,4.01E+12,Absolute,Exports of goods and services - Constant
MLCON000001794,2005,6.54E+11,Absolute,Exports of goods and services - Constant
MLCON000001795,2005,6.44E+11,Absolute,Exports of goods and services - Constant
MLCON000001796,2005,6.10E+11,Absolute,Exports of goods and services - Constant
MLCON000001797,2005,5.50E+11,Absolute,Exports of goods and services - Constant
MLCON000001798,2005,5.04E+11,Absolute,Exports of goods and services - Constant
MLCON000001799,2005,4.89E+11,Absolute,Exports of goods and services - Constant
MLCON000001800,2005,4.58E+11,Absolute,Exports of goods and services - Constant
MLCON000001801,2005,4.42E+11,Absolute,Exports of goods and services - Constant
MLCON000001802,2005,4.28E+11,Absolute,Exports of goods and services - Constant
MLCON000001803,2005,4.23E+11,Absolute,Exports of goods and services - Constant
MLCON000001804,2005,3.91E+11,Absolute,Exports of goods and services - Constant
MLCON000001805,2005,3.78E+11,Absolute,Exports of goods and services - Constant
MLCON000001806,2005,3.07E+11,Absolute,Exports of goods and services - Constant
MLCON000001807,2005,3.22E+11,Absolute,Exports of goods and services - Constant
MLCON000001808,2005,3.01E+11,Absolute,Exports of goods and services - Constant
MLCON000001809,2005,2.78E+11,Absolute,Exports of goods and services - Constant
MLCON000001810,2005,2.75E+11,Absolute,Exports of goods and services - Constant
MLCON000001811,2005,2.66E+11,Absolute,Exports of goods and services - Constant
MLCON000001812,2005,2.50E+11,Absolute,Exports of goods and services - Constant
MLCON000001813,2005,2.40E+11,Absolute,Exports of goods and services - Constant
MLCON000001814,2005,2.33E+11,Absolute,Exports of goods and services - Constant
MLCON000001815,2005,2.30E+11,Absolute,Exports of goods and services - Constant
MLCON000001816,2005,2.19E+11,Absolute,Exports of goods and services - Constant
MLCON000001817,2005,2.03E+11,Absolute,Exports of goods and services - Constant
MLCON000002363,2005,67641100000,Absolute,Exports of goods and services - Constant
MLCON000002365,2005,64047400000,Absolute,Exports of goods and services - Constant
MLCON000002367,2005,62214800000,Absolute,Exports of goods and services - Constant
MLCON000002369,2005,59263200000,Absolute,Exports of goods and services - Constant
MLCON000002371,2005,54788800000,Absolute,Exports of goods and services - Constant
MLCON000002373,2005,62743300000,Absolute,Exports of goods and services - Constant
MLCON000002375,2005,58465100000,Absolute,Exports of goods and services - Constant
MLCON000002377,2005,54296000000,Absolute,Exports of goods and services - Constant
MLCON000002379,2005,48270000000,Absolute,Exports of goods and services - Constant
MLCON000002381,2005,45754600000,Absolute,Exports of goods and services - Constant
MLCON000002383,2005,41303000000,Absolute,Exports of goods and services - Constant
MLCON000002385,2005,40162400000,Absolute,Exports of goods and services - Constant
MLCON000002387,2005,39244300000,Absolute,Exports of goods and services - Constant
MLCON000002389,2005,37123900000,Absolute,Exports of goods and services - Constant
MLCON000002391,2005,32970845833,Absolute,Exports of goods and services - Constant
MLCON000002393,2005,28858236741,Absolute,Exports of goods and services - Constant
MLCON000002395,2005,25958044149,Absolute,Exports of goods and services - Constant
MLCON000002397,2005,23308527843,Absolute,Exports of goods and services - Constant
MLCON000002399,2005,22790851679,Absolute,Exports of goods and services - Constant
MLCON000002790,2005,2.81E+11,Absolute,Exports of goods and services - Constant
MLCON000002791,2005,3.16E+11,Absolute,Exports of goods and services - Constant
MLCON000002792,2005,2.94E+11,Absolute,Exports of goods and services - Constant
MLCON000002793,2005,2.61E+11,Absolute,Exports of goods and services - Constant
MLCON000002794,2005,2.41E+11,Absolute,Exports of goods and services - Constant
MLCON000002795,2005,2.21E+11,Absolute,Exports of goods and services - Constant
MLCON000002796,2005,2.04E+11,Absolute,Exports of goods and services - Constant
MLCON000002797,2005,1.75E+11,Absolute,Exports of goods and services - Constant
MLCON000002798,2005,1.65E+11,Absolute,Exports of goods and services - Constant
MLCON000002799,2005,1.62E+11,Absolute,Exports of goods and services - Constant
MLCON000002800,2005,1.39E+11,Absolute,Exports of goods and services - Constant
MLCON000002801,2005,1.12E+11,Absolute,Exports of goods and services - Constant
MLCON000002802,2005,1.31E+11,Absolute,Exports of goods and services - Constant
MLCON000002803,2005,1.37E+11,Absolute,Exports of goods and services - Constant
MLCON000002804,2005,1.20E+11,Absolute,Exports of goods and services - Constant
MLCON000002805,2005,1.07E+11,Absolute,Exports of goods and services - Constant
MLCON000002806,2005,91041388444,Absolute,Exports of goods and services - Constant
MLCON000002807,2005,77687431254,Absolute,Exports of goods and services - Constant
MLCON000002808,2005,77427780463,Absolute,Exports of goods and services - Constant
MLCON000002809,2005,81383914892,Absolute,Exports of goods and services - Constant
MLCON000002810,2005,94845803447,Absolute,Exports of goods and services - Constant
MLCON000002813,2005,8.98E+11,Absolute,Exports of goods and services - Constant
MLCON000002815,2005,9.04E+11,Absolute,Exports of goods and services - Constant
MLCON000002817,2005,9.06E+11,Absolute,Exports of goods and services - Constant
MLCON000002819,2005,8.97E+11,Absolute,Exports of goods and services - Constant
MLCON000002821,2005,8.56E+11,Absolute,Exports of goods and services - Constant
MLCON000002823,2005,8.31E+11,Absolute,Exports of goods and services - Constant
MLCON000002825,2005,8.45E+11,Absolute,Exports of goods and services - Constant
MLCON000002827,2005,8.32E+11,Absolute,Exports of goods and services - Constant
MLCON000002829,2005,8.39E+11,Absolute,Exports of goods and services - Constant
MLCON000002831,2005,8.34E+11,Absolute,Exports of goods and services - Constant
MLCON000002833,2005,8.70E+11,Absolute,Exports of goods and services - Constant
MLCON000002835,2005,8.68E+11,Absolute,Exports of goods and services - Constant
MLCON000002837,2005,8.57E+11,Absolute,Exports of goods and services - Constant
MLCON000002839,2005,8.64E+11,Absolute,Exports of goods and services - Constant
MLCON000002841,2005,8.60E+11,Absolute,Exports of goods and services - Constant
MLCON000002843,2005,8.51E+11,Absolute,Exports of goods and services - Constant
MLCON000002845,2005,8.52E+11,Absolute,Exports of goods and services - Constant
MLCON000002847,2005,8.54E+11,Absolute,Exports of goods and services - Constant
MLCON000002849,2005,8.19E+11,Absolute,Exports of goods and services - Constant
MLCON000002851,2005,7.94E+11,Absolute,Exports of goods and services - Constant
MLCON000002853,2005,7.72E+11,Absolute,Exports of goods and services - Constant
MLCON000002855,2005,7.66E+11,Absolute,Exports of goods and services - Constant
MLCON000002857,2005,7.11E+11,Absolute,Exports of goods and services - Constant
MLCON000002859,2005,6.46E+11,Absolute,Exports of goods and services - Constant
MLCON000004548,2005,1.35E+13,Absolute,Exports of goods and services - Constant
MLCON000004549,2005,1.30E+13,Absolute,Exports of goods and services - Constant
MLCON000004550,2005,1.24E+13,Absolute,Exports of goods and services - Constant
MLCON000004551,2005,1.20E+13,Absolute,Exports of goods and services - Constant
MLCON000004552,2005,1.16E+13,Absolute,Exports of goods and services - Constant
MLCON000004553,2005,1.10E+13,Absolute,Exports of goods and services - Constant
MLCON000004554,2005,1.05E+13,Absolute,Exports of goods and services - Constant
MLCON000004555,2005,9.91E+12,Absolute,Exports of goods and services - Constant
MLCON000004556,2005,9.49E+12,Absolute,Exports of goods and services - Constant
MLCON000004557,2005,9.15E+12,Absolute,Exports of goods and services - Constant
MLCON000004558,2005,8.83E+12,Absolute,Exports of goods and services - Constant
MLCON000004559,2005,8.61E+12,Absolute,Exports of goods and services - Constant
MLCON000004560,2005,8.25E+12,Absolute,Exports of goods and services - Constant
MLCON000004561,2005,7.82E+12,Absolute,Exports of goods and services - Constant
MLCON000004562,2005,7.55E+12,Absolute,Exports of goods and services - Constant
MLCON000005241,2005,12711953000,Absolute,Exports of goods and services - Constant
MLCON000005243,2005,12912518000,Absolute,Exports of goods and services - Constant
MLCON000005245,2005,13706616000,Absolute,Exports of goods and services - Constant
MLCON000005247,2005,13863116000,Absolute,Exports of goods and services - Constant
MLCON000005249,2005,13644936000,Absolute,Exports of goods and services - Constant
MLCON000005251,2005,13549259000,Absolute,Exports of goods and services - Constant
MLCON000005253,2005,14106736000,Absolute,Exports of goods and services - Constant
MLCON000005255,2005,13124723000,Absolute,Exports of goods and services - Constant
MLCON000005257,2005,12072558000,Absolute,Exports of goods and services - Constant
MLCON000005259,2005,11464697000,Absolute,Exports of goods and services - Constant
MLCON000005261,2005,11102349000,Absolute,Exports of goods and services - Constant
MLCON000005263,2005,10460126000,Absolute,Exports of goods and services - Constant
MLCON000005726,2005,2.02E+13,Absolute,Exports of goods and services - Constant
MLCON000005728,2005,1.94E+13,Absolute,Exports of goods and services - Constant
MLCON000005730,2005,1.87E+13,Absolute,Exports of goods and services - Constant
MLCON000005732,2005,1.80E+13,Absolute,Exports of goods and services - Constant
MLCON000005734,2005,1.73E+13,Absolute,Exports of goods and services - Constant
MLCON000005736,2005,1.68E+13,Absolute,Exports of goods and services - Constant
MLCON000005738,2005,1.63E+13,Absolute,Exports of goods and services - Constant
MLCON000005740,2005,1.61E+13,Absolute,Exports of goods and services - Constant
MLCON000005742,2005,1.65E+13,Absolute,Exports of goods and services - Constant
MLCON000005744,2005,1.64E+13,Absolute,Exports of goods and services - Constant
MLCON000005746,2005,1.67E+13,Absolute,Exports of goods and services - Constant
MLCON000005748,2005,1.75E+13,Absolute,Exports of goods and services - Constant
MLCON000005750,2005,1.76E+13,Absolute,Exports of goods and services - Constant
MLCON000005752,2005,1.76E+13,Absolute,Exports of goods and services - Constant
MLCON000005754,2005,1.74E+13,Absolute,Exports of goods and services - Constant
MLCON000005756,2005,1.69E+13,Absolute,Exports of goods and services - Constant
MLCON000005758,2005,1.66E+13,Absolute,Exports of goods and services - Constant
MLCON000005760,2005,1.55E+13,Absolute,Exports of goods and services - Constant
MLCON000005762,2005,1.44E+13,Absolute,Exports of goods and services - Constant
MLCON000005764,2005,1.38E+13,Absolute,Exports of goods and services - Constant
MLCON000005766,2005,1.34E+13,Absolute,Exports of goods and services - Constant
MLCON000005768,2005,1.27E+13,Absolute,Exports of goods and services - Constant
MLCON000005770,2005,1.24E+13,Absolute,Exports of goods and services - Constant
MLCON000005772,2005,1.22E+13,Absolute,Exports of goods and services - Constant
MLCON000005774,2005,1.26E+13,Absolute,Exports of goods and services - Constant
MLCON000005776,2005,1.07E+12,Absolute,Exports of goods and services - Constant
MLCON000005777,2005,1.03E+12,Absolute,Exports of goods and services - Constant
MLCON000005778,2005,9.66E+11,Absolute,Exports of goods and services - Constant
MLCON000005779,2005,9.16E+11,Absolute,Exports of goods and services - Constant
MLCON000005780,2005,8.85E+11,Absolute,Exports of goods and services - Constant
MLCON000005781,2005,8.63E+11,Absolute,Exports of goods and services - Constant
MLCON000005782,2005,8.56E+11,Absolute,Exports of goods and services - Constant
MLCON000005783,2005,8.49E+11,Absolute,Exports of goods and services - Constant
MLCON000005784,2005,8.36E+11,Absolute,Exports of goods and services - Constant
MLCON000005785,2005,8.48E+11,Absolute,Exports of goods and services - Constant
MLCON000005786,2005,9.31E+11,Absolute,Exports of goods and services - Constant
MLCON000005787,2005,9.60E+11,Absolute,Exports of goods and services - Constant
MLCON000005788,2005,9.07E+11,Absolute,Exports of goods and services - Constant
MLCON000005789,2005,8.72E+11,Absolute,Exports of goods and services - Constant
MLCON000005790,2005,8.00E+11,Absolute,Exports of goods and services - Constant
MLCON000005791,2005,7.58E+11,Absolute,Exports of goods and services - Constant
MLCON000005792,2005,7.23E+11,Absolute,Exports of goods and services - Constant
MLCON000005793,2005,7.15E+11,Absolute,Exports of goods and services - Constant
MLCON000005794,2005,7.19E+11,Absolute,Exports of goods and services - Constant
MLCON000005795,2005,6.90E+11,Absolute,Exports of goods and services - Constant
MLCON000005796,2005,6.46E+11,Absolute,Exports of goods and services - Constant
MLCON000005797,2005,5.90E+11,Absolute,Exports of goods and services - Constant
MLCON000005798,2005,5.60E+11,Absolute,Exports of goods and services - Constant
MLCON000005799,2005,5.39E+11,Absolute,Exports of goods and services - Constant
MLCON000006345,2005,18501500000,Absolute,Exports of goods and services - Constant
MLCON000006347,2005,18017300000,Absolute,Exports of goods and services - Constant
MLCON000006349,2005,17578000000,Absolute,Exports of goods and services - Constant
MLCON000006351,2005,17362600000,Absolute,Exports of goods and services - Constant
MLCON000006353,2005,16956400000,Absolute,Exports of goods and services - Constant
MLCON000006355,2005,16651900000,Absolute,Exports of goods and services - Constant
MLCON000006357,2005,16526200000,Absolute,Exports of goods and services - Constant
