,Country_or_area,Year(s),Value,Metric type,Value type,Age group,Gender,Metric ID,Start age,End age,Code,is_currency
164,Tajikistan,2010,11,Preterm birth rate,per 100 pop,All,All,PREBR160,0,130,762,No
165,Thailand,2010,12,Preterm birth rate,per 100 pop,All,All,PREBR161,0,130,764,No
166,The former Yugoslav Republic of Macedonia,2010,7,Preterm birth rate,per 100 pop,All,All,PREBR162,0,130,807,No
167,Timor-Leste,2010,12,Preterm birth rate,per 100 pop,All,All,PREBR163,0,130,626,No
168,Togo,2010,13,Preterm birth rate,per 100 pop,All,All,PREBR164,0,130,768,No
169,Tonga,2010,8,Preterm birth rate,per 100 pop,All,All,PREBR165,0,130,776,No
170,Trinidad and Tobago,2010,8,Preterm birth rate,per 100 pop,All,All,PREBR166,0,130,780,No
171,Tunisia,2010,9,Preterm birth rate,per 100 pop,All,All,PREBR167,0,130,788,No
172,Turkey,2010,12,Preterm birth rate,per 100 pop,All,All,PREBR168,0,130,792,No
173,Turkmenistan,2010,10,Preterm birth rate,per 100 pop,All,All,PREBR169,0,130,795,No
174,Uganda,2010,14,Preterm birth rate,per 100 pop,All,All,PREBR170,0,130,800,No
175,Ukraine,2010,7,Preterm birth rate,per 100 pop,All,All,PREBR171,0,130,804,No
176,United Arab Emirates,2010,8,Preterm birth rate,per 100 pop,All,All,PREBR172,0,130,784,No
177,United Kingdom,2010,8,Preterm birth rate,per 100 pop,All,All,PREBR173,0,130,826,No
178,United Republic of Tanzania,2010,11,Preterm birth rate,per 100 pop,All,All,PREBR174,0,130,834,No
179,United States of America,2010,12,Preterm birth rate,per 100 pop,All,All,PREBR175,0,130,840,No
180,Uruguay,2010,10,Preterm birth rate,per 100 pop,All,All,PREBR176,0,130,858,No
181,Uzbekistan,2010,9,Preterm birth rate,per 100 pop,All,All,PREBR177,0,130,860,No
182,Vanuatu,2010,13,Preterm birth rate,per 100 pop,All,All,PREBR178,0,130,548,No
183,Venezuela (Bolivarian Republic of),2010,8,Preterm birth rate,per 100 pop,All,All,PREBR179,0,130,862,No
184,Viet Nam,2010,9,Preterm birth rate,per 100 pop,All,All,PREBR180,0,130,704,No
185,Yemen,2010,13,Preterm birth rate,per 100 pop,All,All,PREBR181,0,130,887,No
186,Yemen,2010,13,Preterm birth rate,per 100 pop,All,All,PREBR181,0,130,886,No
187,Zambia,2010,13,Preterm birth rate,per 100 pop,All,All,PREBR182,0,130,894,No
188,Zimbabwe,2010,17,Preterm birth rate,per 100 pop,All,All,PREBR183,0,130,716,No
